date,n_nodes,cos_pos,ssa_pos,pred_pos,overlap_cos_pred_pos,overlap_ssa_pred_pos,overlap_cos_ssa_pos,cos_neg,ssa_neg,pred_neg,overlap_cos_pred_neg,overlap_ssa_pred_neg,overlap_cos_ssa_neg,ssa_pos_neg_overlap,cos_pos_to_pred_neg,cos_neg_to_pred_pos
2020-11-12,217,15581,37691,506,180,457,15581,7404,29590,22930,3659,14508,7404,20194,7502,43
2020-11-13,217,15399,36443,593,208,537,15399,8144,29276,22843,4037,14308,8144,18640,7383,35
2020-11-16,217,15229,35501,591,166,478,15229,8694,29352,22845,4278,14296,8694,17774,7340,69
2020-11-17,217,15221,34893,837,216,647,15221,8722,29184,22599,4231,14055,8722,17012,7286,130
2020-11-18,217,15309,34989,588,237,451,15309,8786,29272,22848,4294,14326,8786,17180,7309,99
2020-11-19,217,15355,35033,542,210,439,15355,8724,29302,22894,4316,14359,8724,17256,7359,46
2020-11-20,217,15627,35105,394,135,312,15627,8744,28862,23042,4320,14218,8744,16892,7570,52
2020-11-23,217,16055,35031,164,50,135,16055,8826,28404,23272,4399,14106,8826,16362,7869,14
2020-11-24,217,16257,35201,184,66,153,16257,8792,28576,23252,4378,14177,8792,16716,7954,18
2020-11-25,217,16319,35279,607,204,479,16319,8658,28454,22829,4252,13872,8658,16670,7847,77
2020-11-26,217,16305,35457,1177,458,929,16305,8706,28748,22259,4215,13714,8706,17142,7586,138
2020-11-27,217,16237,35627,1337,573,1145,16237,8506,28864,22099,4121,13742,8506,17422,7437,132
2020-11-30,217,16263,35733,860,249,637,16263,8308,28422,22576,4011,13662,8308,17102,7774,143
2020-12-01,217,16561,35591,738,242,513,16561,8094,27918,22698,3913,13521,8094,16444,7930,134
2020-12-02,217,17005,36025,489,150,338,17005,7670,27026,22947,3747,13200,7670,15978,8244,88
2020-12-03,217,17347,36757,570,219,414,17347,7474,27116,22866,3619,13218,7474,16806,8346,118
2020-12-04,217,17587,37357,754,353,608,17587,7336,27010,22682,3580,13122,7336,17290,8332,88
2020-12-07,217,17003,37065,661,298,553,17003,7576,27136,22775,3711,13238,7576,17118,8095,77
2020-12-08,217,16053,36261,1082,485,958,16053,8160,27940,22354,4020,13456,8160,17112,7433,60
2020-12-09,217,15527,36073,1461,756,1321,15527,8492,28786,21975,4180,13772,8492,17782,6899,66
2020-12-10,217,15375,36101,2954,1473,2797,15375,8464,28936,20482,4156,13258,8464,17950,6106,76
2020-12-11,217,15759,36427,2078,1247,1982,15759,8466,28978,21358,4162,13807,8466,18318,6524,71
2020-12-14,217,16065,36415,4085,2371,3874,16065,8788,29020,19351,4229,12992,8788,18346,5553,165
2020-12-15,217,16275,36193,4173,2604,4011,16275,9104,29020,19263,4413,13136,9104,18124,5425,139
2020-12-16,217,16461,36105,4034,2679,3898,16461,9206,28790,19402,4482,13244,9206,17806,5443,121
2020-12-17,217,16629,36153,2230,1276,2091,16629,9334,28694,21206,4555,13492,9334,17758,6930,112
2020-12-18,217,16353,35985,1395,633,1217,16353,9398,28824,22041,4547,13715,9398,17720,7435,152
2020-12-21,217,15939,35807,844,417,756,15939,9484,29342,22592,4679,14305,9484,18062,7444,63
2020-12-22,217,15821,35253,660,312,598,15821,9748,29292,22776,4830,14364,9748,17460,7490,44
2020-12-23,217,15865,34247,2509,1755,2398,15865,10050,28654,20927,4964,13759,10050,15836,6069,61
2020-12-24,217,15963,34123,2308,1401,2156,15963,10140,28798,21128,4981,13654,10140,15894,6472,89
2020-12-25,217,15875,34427,1948,1031,1792,15875,10220,28954,21488,5000,13652,10220,16308,6798,110
2020-12-28,217,15687,34121,1440,630,1208,15687,10168,29110,21996,4960,13840,10168,16206,7105,124
2020-12-29,217,15509,33929,1377,601,1193,15509,10380,29140,22059,5076,13917,10380,16022,7045,114
2020-12-30,217,15305,33309,1094,475,927,15305,10998,29314,22342,5375,14117,10998,15570,7069,124
2020-12-31,217,15089,32743,1150,399,823,15089,11310,28994,22286,5400,13814,11310,14720,7037,255
2021-01-04,217,15017,32401,1115,294,716,15017,11468,28728,22321,5426,13616,11468,14108,7106,308
2021-01-05,217,15261,32915,906,218,665,15261,11334,28856,22530,5521,13859,11334,14698,7304,146
2021-01-06,217,15759,34177,1470,477,1044,15759,10478,28774,21966,4901,13457,10478,15878,7294,338
2021-01-07,217,16427,35249,848,251,590,16427,9724,28086,22588,4633,13478,9724,16258,7854,229
2021-01-08,217,17007,36177,875,279,633,17007,9076,27698,22561,4351,13308,9076,16794,8116,187
2021-01-11,217,17129,36815,680,226,514,17129,8596,27542,22756,4207,13386,8596,17274,8230,91
2021-01-12,217,16885,36477,993,275,777,16885,8548,27796,22443,4098,13239,8548,17188,8059,176
2021-01-13,217,17063,36983,509,121,399,17063,8022,27470,22927,3915,13398,8022,17370,8302,96
2021-01-14,217,17353,37691,727,203,582,17353,7644,26886,22709,3704,12968,7644,17498,8365,118
2021-01-15,217,17523,37917,660,168,563,17523,7422,26640,22776,3637,12875,7422,17470,8485,74
2021-01-18,217,17825,38153,611,139,516,17825,7230,26450,22825,3555,12805,7230,17520,8665,60
2021-01-19,217,17935,38285,882,245,723,17935,7070,26412,22554,3396,12616,7070,17610,8614,139
2021-01-20,217,18103,38357,640,137,547,18103,7000,26278,22796,3441,12676,7000,17546,8806,59
2021-01-21,217,18251,38437,1106,209,852,18251,6858,25908,22330,3241,12108,6858,17258,8808,188
2021-01-22,217,18203,38499,463,141,365,18203,6640,25540,22973,3250,12480,6640,16968,8852,70
2021-01-25,217,18083,38431,847,309,705,18083,6156,25198,22589,3012,12142,6156,16548,8624,66
2021-01-26,217,18157,38645,1635,498,1341,18157,5956,25474,21801,2845,11790,5956,17042,8472,133
2021-01-27,217,18369,38781,1772,622,1607,18369,5896,25412,21664,2865,11777,5896,17124,8454,83
2021-01-28,217,18707,39159,3545,1395,3170,18707,5680,25084,19891,2617,10711,5680,17186,7850,223
2021-01-29,217,19131,39865,3545,1545,3273,19131,5336,24990,19891,2486,10809,5336,17794,7912,182
2021-02-01,217,19329,40089,4578,2396,4354,19329,4980,24930,18858,2349,10564,4980,18066,7160,141
2021-02-02,217,19419,40101,2851,1663,2710,19419,4958,24696,20585,2412,11329,4958,17820,7938,67
2021-02-03,217,19311,40215,2480,1583,2413,19311,5198,24922,20956,2547,11635,5198,18094,7964,52
2021-02-04,217,18903,39859,2878,1796,2794,18903,5300,24950,20558,2595,11522,5300,17768,7547,55
2021-02-05,217,18255,39323,3450,2141,3338,18255,5728,25496,19986,2788,11610,5728,17752,6878,76
2021-02-08,217,17583,38977,2974,1773,2845,17583,6082,26480,20462,2959,12258,6082,18404,6910,82
2021-02-09,217,17289,38689,1389,721,1271,17289,6464,27138,22047,3165,12999,6464,18744,7815,67
2021-02-10,217,16693,38251,702,282,575,16693,7084,27912,22734,3455,13585,7084,19092,7956,87
2021-02-18,217,16401,38303,1804,386,1369,16401,7300,28238,21632,3263,12763,7300,19556,7706,387
2021-02-19,217,16059,37831,853,192,640,16059,7638,28758,22583,3630,13733,7638,19568,7729,189
2021-02-22,217,15543,37655,767,271,607,15543,7754,29434,22669,3740,14240,7754,20002,7392,137
2021-02-23,217,15221,36943,1360,547,1233,15221,8258,30278,22076,4040,14395,8258,20132,6955,89
2021-02-24,217,15225,36507,1236,570,1126,15225,8694,30490,22200,4263,14623,8694,19910,6934,84
2021-02-25,217,15055,35887,1922,922,1845,15055,9416,30844,21514,4654,14497,9416,19642,6497,54
2021-02-26,217,15171,35783,3008,1439,2883,15171,9752,30874,20428,4780,13980,9752,19568,6038,96
2021-03-01,217,15323,35465,2562,1334,2459,15323,9936,30864,20874,4892,14272,9936,19240,6219,76
2021-03-02,217,15431,35389,1566,894,1496,15431,9928,30656,21870,4907,14678,9928,18956,6713,57
2021-03-03,217,15561,35341,1874,1116,1780,15561,9968,30534,21562,4908,14553,9968,18786,6556,76
2021-03-04,217,15591,35277,1238,802,1199,15591,10012,30400,22198,4984,14802,10012,18588,6885,22
2021-03-05,217,15511,34929,3065,1711,2903,15511,10088,30326,20371,4917,13885,10088,18166,5936,127
2021-03-08,217,15263,34769,1446,764,1344,15263,10254,30424,21990,5056,14581,10254,18104,6759,71
2021-03-09,217,15323,35557,3350,1714,3106,15323,9616,30390,20086,4651,13657,9616,18860,5839,157
2021-03-10,217,15547,36421,5975,2732,5488,15547,8762,30186,17461,4080,12040,8762,19524,4933,301
2021-03-11,217,15537,37089,4302,2020,4110,15537,8440,30240,19134,4099,12970,8440,20240,5640,121
2021-03-12,217,15609,36771,2208,1157,2177,15609,8512,29884,21228,4235,13983,8512,19572,6539,21
2021-03-15,217,16053,36009,2932,1459,2844,16053,8912,28972,20504,4390,13218,8912,17896,6459,66
2021-03-16,217,16771,35505,4190,2306,4023,16771,9280,27738,19246,4538,12248,9280,16156,5971,102
2021-03-17,217,17517,35425,3119,1660,2870,17517,9578,27200,20317,4635,12322,9578,15546,6990,154
2021-03-18,217,17749,35163,1824,951,1661,17749,9962,27372,21612,4853,12891,9962,15448,7815,128
2021-03-19,217,17941,34465,1895,978,1724,17941,10254,27054,21541,5003,12713,10254,14436,7884,124
2021-03-22,217,17751,33817,1703,751,1486,17751,10810,27122,21733,5259,12707,10810,13852,8016,146
2021-03-23,217,17727,33479,905,372,746,17727,11016,26888,22531,5391,12965,11016,13280,8383,117
2021-03-24,217,17929,33661,2672,1277,2386,17929,10580,26440,20764,5108,11980,10580,13032,7579,182
2021-03-25,217,18335,34451,5152,2515,4491,18335,9944,26010,18284,4571,10663,9944,13382,6544,401
2021-03-26,217,18485,34647,2003,958,1766,18485,9714,25760,21433,4715,11965,9714,13390,8176,142
2021-03-29,217,18493,34719,804,438,690,18493,9478,25658,22632,4657,12500,9478,13302,8700,82
2021-03-30,217,18511,34961,408,260,379,18511,9276,25750,23028,4620,12753,9276,13640,8887,18
2021-03-31,217,18301,34879,514,230,378,18301,9020,25886,22922,4413,12693,9020,13686,8812,97
2021-04-01,217,18073,35419,650,255,527,18073,8516,26446,22786,4184,12876,8516,14790,8673,74
2021-04-02,217,17755,36183,380,132,323,17755,8164,26754,23056,4038,13156,8164,15850,8637,44
2021-04-06,217,17611,36527,641,234,532,17611,8024,27054,22795,3934,13162,8024,16500,8463,78
2021-04-07,217,16913,36193,652,238,521,16913,8012,27820,22784,3923,13535,8012,16936,8110,83
2021-04-08,217,15999,35959,838,250,697,15999,8494,28614,22598,4134,13767,8494,17522,7641,113
2021-04-09,217,15361,35863,742,277,630,15361,8704,29496,22694,4290,14336,8704,18280,7295,62
2021-04-12,217,14941,35913,1649,708,1386,14941,8224,29920,21787,3959,14109,8224,18750,6654,153
2021-04-13,217,14577,36501,3828,1851,3374,14577,7286,30062,19608,3464,13239,7286,19480,5329,179
2021-04-14,217,14425,37121,3253,1619,3085,14425,6956,29730,20183,3380,13435,6956,19778,5485,98
2021-04-15,217,14579,37383,2681,1430,2564,14579,6860,29458,20755,3338,13668,6860,19802,5751,92
2021-04-16,217,14501,36997,2225,1360,2142,14501,6962,29190,21211,3431,13865,6962,19116,5782,50
2021-04-19,217,14239,37015,1102,443,883,14239,6804,28978,22334,3256,13929,6804,18938,6568,146
2021-04-20,217,14487,37359,1039,513,973,14487,6732,28852,22397,3328,14004,6732,19164,6622,38
2021-04-21,217,14599,37459,1005,517,922,14599,6848,29044,22431,3374,14125,6848,19428,6674,50
2021-04-22,217,14319,37095,656,299,616,14319,7240,29318,22780,3594,14393,7240,19356,6752,26
2021-04-23,217,14155,36153,1207,501,1038,14155,7976,29842,22229,3863,14308,7976,18906,6468,125
2021-04-26,217,14133,35409,1573,546,1347,14133,8420,29742,21863,4073,14018,8420,18064,6412,137
2021-04-27,217,14177,35623,2173,906,1963,14177,8544,30026,21263,4142,13905,8544,18562,6074,130
2021-04-28,217,14133,35371,2661,1235,2463,14133,8802,30026,20775,4270,13763,8802,18312,5723,131
2021-04-29,217,14321,34951,1410,617,1249,14321,8962,29716,22026,4355,14166,8962,17588,6435,126
2021-04-30,217,14373,34359,1302,661,1122,14373,9224,29512,22134,4486,14186,9224,16794,6417,126
2021-05-06,217,14339,33731,2240,1210,2036,14339,9662,29508,21196,4695,13862,9662,16164,5851,136
2021-05-07,217,13935,32885,2465,1172,2134,13935,10074,29640,20971,4813,13703,10074,15464,5687,224
2021-05-10,217,13663,33343,2568,1169,2235,13663,10182,30350,20868,4882,13944,10182,16640,5554,209
2021-05-11,217,13557,33623,3046,1289,2660,13557,10322,30908,20390,4894,13896,10322,17444,5381,267
2021-05-12,217,13493,33737,2410,1087,2164,13493,10456,31178,21026,5065,14377,10456,17832,5551,163
2021-05-13,217,13505,33681,2737,1239,2493,13505,10602,31244,20699,5145,14242,10602,17900,5405,156
2021-05-14,217,13459,33129,1270,525,1120,13459,10912,31198,22166,5343,14926,10912,17322,6096,113
2021-05-17,217,13425,33445,1618,468,1198,13425,10702,31258,21818,5044,14578,10702,17632,6136,307
2021-05-18,217,13629,33815,550,157,394,13629,10702,31262,22886,5234,15269,10702,18000,6549,117
2021-05-19,217,13805,33937,553,208,451,13805,10800,31236,22883,5322,15307,10800,18110,6586,78
2021-05-20,217,13913,33593,631,180,491,13913,10854,30932,22805,5325,15054,10854,17452,6668,102
2021-05-21,217,13937,33463,465,147,356,13937,10942,30956,22971,5399,15175,10942,17342,6713,72
2021-05-24,217,13801,33519,511,153,375,13801,10930,31118,22925,5381,15218,10930,17552,6639,84
2021-05-25,217,13695,33901,771,159,529,13695,10522,31282,22665,5103,15079,10522,18096,6580,158
2021-05-26,217,13801,34895,420,125,284,13801,9790,31106,23016,4786,15272,9790,18922,6667,109
2021-05-27,217,14017,35715,408,126,305,14017,9290,31140,23028,4564,15300,9290,19774,6774,81
2021-05-28,217,14343,36187,352,109,260,14343,8750,30566,23084,4301,15054,8750,19666,6954,74
2021-05-31,217,14727,36227,205,44,138,14727,8520,29984,23231,4212,14849,8520,19132,7211,48
2021-06-01,217,15109,36041,528,172,434,15109,8526,29388,22908,4212,14400,8526,18356,7274,51
2021-06-02,217,15419,36057,398,172,353,15419,8482,29084,23038,4215,14339,8482,18052,7429,26
2021-06-03,217,15685,36249,782,310,668,15685,8296,28750,22654,4072,13986,8296,17914,7424,76
2021-06-04,217,15807,36769,1107,471,932,15807,8038,28876,22329,3905,13864,8038,18558,7324,114
2021-06-07,217,15871,36935,1088,432,934,15871,7740,28724,22348,3777,13758,7740,18586,7395,93
2021-06-08,217,15823,37067,1015,430,851,15823,7456,28556,22421,3634,13740,7456,18546,7373,94
2021-06-09,217,15893,37005,1311,563,1195,15893,7360,28494,22125,3607,13574,7360,18426,7275,73
2021-06-10,217,16033,36521,1186,520,1054,16033,7562,27868,22250,3704,13344,7562,17346,7388,77
2021-06-11,217,15831,36317,571,230,454,15831,7550,27646,22865,3697,13514,7550,17078,7577,78
2021-06-15,217,15547,36463,2020,932,1888,15547,7428,27636,21416,3644,12913,7428,17072,6733,70
